userId,menuItemId,rating
21,29,5
21,40,2
21,12,1
21,4,2
21,8,1
21,42,1
21,36,4
21,11,1
21,45,2
21,37,2
21,46,1
21,31,1
21,16,2
21,25,3
21,3,4
22,46,3
22,24,5
22,23,4
22,16,3
22,49,2
22,48,4
22,32,3
22,42,2
22,15,1
22,28,3
22,5,4
22,8,4
22,7,5
22,31,3
22,35,3
22,10,1
22,44,3
22,20,3
22,9,3
22,38,3
23,35,1
23,40,4
23,38,3
23,4,2
23,42,3
23,24,3
23,29,1
23,44,4
23,30,3
23,25,2
23,48,2
23,50,4
23,45,1
23,8,1
23,32,4
23,16,5
23,2,4
23,39,4
23,37,3
24,47,1
24,50,4
24,12,4
24,41,4
24,32,4
24,25,1
24,38,1
25,4,4
25,3,3
25,30,5
25,29,2
25,27,1
25,28,4
25,41,2
25,22,4
25,2,4
25,17,2
25,13,4
25,42,2
26,28,3
26,5,1
26,36,4
26,34,4
26,16,5
26,25,2
26,38,1
26,23,1
26,30,3
27,20,1
27,37,2
27,6,4
27,7,1
27,48,1
27,42,2
27,40,2
27,17,1
27,3,5
27,43,3
27,46,1
27,4,3
27,19,5
27,24,4
28,40,2
28,45,1
28,50,1
28,39,2
28,42,2
28,37,4
28,15,5
29,12,2
29,30,2
29,25,3
29,21,3
29,49,3
29,5,5
29,32,1
29,22,1
29,3,3
29,35,3
29,11,3
29,41,3
29,26,1
29,6,3
30,14,3
30,10,4
30,16,2
30,34,2
30,42,4
30,13,1
30,35,3
31,4,4
31,12,5
31,21,2
31,30,1
31,34,2
31,17,2
31,49,3
32,39,5
32,43,1
32,8,3
32,32,3
32,9,3
32,47,5
32,18,3
32,16,5
32,45,1
32,12,1
33,30,1
33,16,1
33,26,2
33,24,5
33,9,3
33,2,3
33,42,2
33,49,2
33,13,5
33,25,2
33,21,3
33,7,3
33,15,3
33,45,1
33,3,3
34,10,3
34,9,1
34,32,5
34,49,1
34,46,5
34,35,3
34,43,1
35,4,2
35,8,3
35,44,3
35,22,1
35,49,5
35,19,3
35,29,4
35,21,1
35,23,4
35,35,4
35,24,4
35,14,4
35,16,2
35,43,4
35,33,4
35,28,2
35,27,1
36,13,2
36,28,4
36,40,4
36,3,4
36,43,2
36,32,2
36,31,1
36,44,2
37,22,2
37,16,4
37,47,1
37,27,2
37,7,1
37,29,3
37,25,5
37,9,1
37,41,4
37,43,3
37,19,4
37,31,4
37,39,2
37,26,1
37,1,4
37,10,5
37,12,3
37,6,4
37,34,5
37,50,5
38,32,2
38,43,3
38,27,1
38,35,5
38,48,1
38,24,1
38,46,5
38,3,1
38,6,5
38,2,5
38,14,2
38,15,5
38,19,1
38,29,1
39,15,3
39,44,2
39,4,1
39,13,3
39,31,5
39,19,1
39,34,3
39,32,5
39,18,4
39,6,3
39,49,5
39,41,3
39,11,5
39,2,2
39,38,3
39,7,3
39,47,5
39,14,5
40,50,1
40,17,5
40,11,3
40,8,5
40,45,5
40,27,3
40,44,3
40,46,3
40,22,4
40,5,4
40,26,5
40,40,2
40,43,1
41,16,5
41,34,1
41,36,2
41,31,5
41,22,1
41,38,5
41,32,3
41,14,4
41,8,3
41,37,4
41,9,5
41,7,1
41,3,3
41,17,4
41,48,1
41,35,2
42,37,1
42,25,3
42,18,1
42,11,1
42,50,4
42,41,5
42,19,1
42,9,4
42,15,1
42,6,5
42,23,3
42,28,5
42,14,3
42,5,3
42,34,3
42,27,3
43,8,4
43,35,1
43,49,5
43,30,5
43,7,1
43,6,1
43,13,2
43,33,1
43,19,4
43,11,5
43,44,5
43,24,2
43,29,1
43,39,5
43,9,2
43,47,1
43,27,3
43,22,4
43,40,1
43,31,3
44,13,1
44,38,1
44,14,4
44,8,3
44,10,2
44,27,3
44,12,3
44,21,3
44,31,3
44,6,3
44,47,1
44,40,2
44,1,5
44,30,5
44,45,1
44,18,1
44,34,1
45,38,1
45,32,4
45,7,4
45,13,1
45,19,5
45,17,2
45,16,4
45,8,3
45,9,1
45,12,5
45,31,1
45,41,1
45,33,5
45,11,4
45,50,5
45,49,5
45,43,4
46,50,2
46,16,5
46,13,5
46,41,5
46,48,1
46,43,5
46,27,4
46,18,5
46,10,5
46,5,4
46,4,3
46,38,4
46,47,4
47,37,1
47,13,2
47,46,3
47,24,1
47,17,4
47,36,2
47,3,1
47,18,1
47,9,3
47,45,4
47,26,5
47,21,1
47,6,3
47,7,4
47,27,2
47,12,2
47,1,1
47,47,2
47,34,2
47,50,2
48,42,3
48,23,5
48,10,3
48,36,1
48,47,1
48,50,4
48,9,5
48,45,1
48,14,5
48,18,1
48,44,1
48,22,1
49,7,2
49,22,5
49,25,1
49,30,4
49,32,4
49,3,4
49,2,4
50,49,4
50,26,3
50,16,5
50,1,4
50,37,3
50,34,2
50,36,4
50,39,1
50,9,4
50,41,3
50,3,3
50,27,2
50,22,5
50,15,2
50,10,3
50,14,5
50,35,5
50,21,1
50,17,3
51,49,3
51,27,3
51,19,4
51,46,5
51,47,1
51,26,3
51,44,1
51,1,3
51,15,4
51,33,1
51,32,3
51,37,2
51,13,1
51,21,2
52,22,5
52,39,4
52,24,5
52,44,5
52,45,2
52,23,2
52,43,1
52,42,4
52,46,1
52,16,4
52,14,4
52,1,4
52,28,5
52,33,2
52,21,1
52,27,2
52,17,2
52,30,4
52,18,1
53,36,5
53,23,3
53,24,4
53,11,4
53,28,3
53,9,1
53,14,5
53,42,2
53,47,4
53,45,3
53,22,3
53,17,4
54,49,2
54,48,4
54,37,3
54,36,4
54,23,4
54,9,2
54,35,2
54,3,2
54,4,4
54,2,3
55,1,2
55,44,1
55,40,3
55,38,4
55,47,1
55,45,1
55,43,3
56,37,1
56,42,3
56,6,1
56,50,5
56,7,2
56,22,5
56,21,3
56,39,2
56,28,1
57,40,1
57,32,5
57,7,2
57,42,5
57,45,1
57,13,3
57,19,5
57,1,2
57,3,3
57,17,1
57,30,4
57,49,4
57,23,5
57,50,1
57,11,3
57,29,4
58,9,2
58,22,4
58,48,5
58,33,4
58,17,2
58,18,2
58,2,2
58,36,5
58,7,2
58,41,1
58,44,1
58,26,1
58,30,3
58,49,5
58,11,4
58,8,5
58,21,1
58,13,3
58,28,5
59,32,3
59,19,2
59,21,2
59,1,4
59,8,1
59,12,5
59,24,3
60,21,1
60,24,4
60,29,2
60,4,1
60,11,1
60,43,1
60,37,3
60,22,3
60,25,3
60,6,2
60,10,2
60,36,4
60,28,1
60,33,1
60,17,4
61,10,5
61,39,4
61,2,5
61,7,5
61,36,4
61,49,2
61,12,2
62,28,4
62,39,5
62,6,2
62,43,5
62,3,1
62,19,3
62,2,3
62,41,2
62,46,3
62,8,2
62,38,2
62,32,4
62,25,1
62,27,5
62,34,5
62,13,5
62,45,2
62,31,1
62,42,2
63,50,1
63,39,5
63,4,3
63,9,4
63,11,2
63,46,1
63,41,1
63,40,4
63,29,3
63,43,3
63,47,1
63,10,5
63,15,1
63,44,1
63,42,3
63,49,3
63,17,2
63,33,3
63,27,2
64,17,1
64,40,5
64,48,3
64,25,4
64,6,4
64,41,4
64,42,5
65,30,5
65,20,5
65,14,3
65,38,5
65,35,2
65,45,3
65,11,5
65,47,4
65,50,5
65,29,2
65,18,1
65,41,5
65,28,5
66,38,5
66,26,3
66,3,3
66,37,5
66,36,1
66,30,5
66,19,2
67,13,4
67,44,1
67,45,1
67,2,5
67,41,5
67,1,5
67,15,2
67,7,5
67,12,3
67,20,4
67,18,5
68,28,5
68,38,1
68,42,4
68,12,4
68,19,3
68,24,1
68,8,5
68,32,4
68,37,1
68,14,2
68,10,5
68,16,1
68,25,2
68,2,4
68,21,5
68,6,1
68,40,2
68,27,1
69,7,3
69,37,2
69,5,3
69,16,4
69,1,4
69,18,1
69,26,1
69,8,3
69,28,3
69,47,4
70,6,4
70,28,5
70,14,5
70,42,4
70,34,5
70,23,1
70,10,3
70,24,1
70,7,4
70,9,4
70,3,4
70,31,5
70,13,2
70,46,1
70,19,2
70,41,3
70,43,4
71,38,3
71,34,3
71,16,3
71,12,4
71,47,2
71,42,4
71,36,3
71,5,3
71,41,5
71,7,3
71,23,4
71,29,2
71,6,1
71,28,5
72,11,2
72,49,1
72,32,4
72,10,2
72,4,2
72,42,3
72,20,4
72,12,4
72,44,4
72,26,4
72,37,4
73,12,5
73,4,4
73,42,1
73,46,1
73,22,2
73,16,3
73,38,4
73,45,4
73,41,4
73,3,4
73,50,1
73,33,5
73,24,1
74,36,4
74,44,3
74,13,5
74,38,4
74,18,3
74,50,4
74,22,5
75,37,4
75,13,3
75,16,4
75,34,4
75,38,4
75,49,2
75,21,2
75,44,4
75,11,4
75,4,1
75,8,2
75,23,2
75,45,3
75,2,3
75,5,1
75,36,2
75,9,4
76,45,1
76,14,1
76,3,5
76,47,4
76,7,5
77,21,4
77,48,2
77,49,3
77,25,5
77,41,4
77,13,4
78,9,4
78,6,3
78,44,2
78,14,4
78,22,2
78,17,3
78,49,3
78,8,1
78,26,4
79,14,2
79,37,4
79,28,1
79,24,1
79,30,1
79,5,4
79,20,3
79,11,2
79,31,1
79,1,1
79,39,2
79,46,5
79,3,5
79,48,3
79,33,5
79,17,3
79,27,4
79,44,3
79,22,1
80,34,1
80,14,4
80,44,3
80,2,3
80,31,1
80,7,2
80,41,1
80,36,3
80,43,3
80,9,1
80,16,2
80,11,5
80,33,4
80,42,2
80,30,1
80,48,1
81,43,5
81,39,2
81,26,2
81,15,3
81,47,4
82,35,3
82,28,3
82,12,5
82,9,2
82,49,2
82,19,3
82,15,4
82,40,4
82,18,1
82,6,3
82,1,2
82,26,2
82,32,5
82,13,1
83,1,3
83,18,3
83,11,1
83,37,1
83,48,1
84,20,5
84,10,1
84,25,4
84,24,3
84,31,5
84,29,1
84,18,3
85,40,3
85,5,1
85,18,5
85,4,2
85,50,4
85,28,2
85,27,3
85,8,1
85,26,4
85,33,5
85,11,3
85,45,3
85,35,3
85,10,1
85,44,1
85,48,4
85,17,5
85,25,4
85,24,4
86,37,5
86,9,4
86,8,3
86,45,2
86,34,3
86,7,4
86,16,2
86,33,1
86,17,3
86,49,4
87,32,3
87,26,2
87,25,5
87,46,5
87,8,4
87,40,1
87,44,1
87,15,4
87,18,5
87,29,2
87,7,4
87,12,5
87,1,3
87,45,4
87,34,5
87,39,3
87,38,5
87,4,4
87,22,4
87,42,2
88,38,5
88,18,2
88,42,2
88,13,1
88,33,2
88,27,1
88,45,4
88,6,2
89,18,1
89,17,3
89,16,3
89,30,3
89,2,3
89,13,2
89,21,3
90,7,3
90,37,5
90,18,5
90,27,3
90,39,4
90,42,1
90,31,5
90,32,3
90,43,1
90,24,4
90,44,4
90,29,1
90,13,5
90,49,2
90,8,2
90,21,1
91,9,2
91,6,2
91,22,1
91,35,2
91,41,3
91,36,5
91,47,5
91,40,1
91,10,4
91,11,4
91,19,1
92,29,1
92,21,1
92,48,5
92,11,3
92,12,1
92,45,4
92,14,2
92,15,3
93,28,2
93,38,1
93,30,4
93,35,3
93,5,3
93,22,2
93,37,1
93,31,2
93,13,2
94,35,2
94,23,1
94,24,5
94,37,5
94,4,4
94,33,2
94,11,3
95,21,4
95,25,4
95,7,4
95,33,2
95,3,2
95,43,4
95,23,2
96,25,1
96,31,2
96,30,1
96,24,5
96,18,2
96,36,2
96,13,5
96,42,2
96,33,2
96,21,4
96,27,2
96,20,2
96,46,1
96,10,2
96,2,4
96,45,2
96,28,2
96,9,1
96,37,4
97,38,4
97,40,3
97,46,4
97,17,4
97,23,1
97,2,2
97,13,1
97,37,5
97,24,1
97,50,4
98,1,2
98,6,4
98,29,2
98,5,1
98,42,3
98,7,3
98,43,4
98,8,5
98,46,1
98,35,2
98,17,1
98,28,3
98,3,4
98,37,2
98,16,4
98,34,1
98,49,5
98,14,4
98,12,2
98,39,4
99,14,2
99,42,3
99,32,1
99,16,2
99,47,3
100,22,1
100,3,5
100,28,1
100,13,3
100,24,4
100,31,2
100,25,1
100,42,3
101,32,4
101,12,3
101,7,1
101,8,3
101,48,2
101,26,1
101,15,5
101,24,2
101,50,4
101,19,4
101,9,5
101,20,1
101,6,4
101,40,5
101,37,5
102,1,1
102,5,2
102,11,1
102,9,2
102,44,4
102,17,4
102,7,3
102,22,1
102,23,4
102,29,5
102,34,3
102,50,3
102,48,3
102,32,5
102,4,2
102,49,1
102,36,5
102,37,2
102,10,1
103,28,1
103,39,3
103,42,5
103,29,1
103,23,2
103,27,5
103,34,4
103,17,3
103,38,2
103,35,3
103,37,4
103,45,1
103,30,5
104,44,3
104,7,3
104,12,4
104,37,1
104,46,2
104,31,5
104,8,3
104,11,1
104,36,4
104,28,3
104,16,3
104,32,1
104,41,2
104,6,5
104,24,5
105,12,4
105,38,4
105,9,1
105,49,5
105,6,1
105,19,2
105,29,4
105,23,4
105,42,1
105,4,4
105,2,3
105,26,4
105,37,5
106,30,5
106,29,5
106,45,1
106,20,3
106,19,1
106,47,3
106,5,5
106,39,5
106,22,2
106,12,2
106,10,4
106,6,3
106,42,4
106,7,5
106,9,5
107,9,1
107,8,2
107,7,5
107,23,5
107,26,3
107,24,3
107,25,2
108,35,4
108,1,4
108,28,3
108,15,2
108,31,2
108,27,3
108,49,5
108,13,1
108,19,5
108,23,1
108,6,5
108,26,2
109,6,3
109,14,2
109,45,4
109,2,2
109,32,5
109,13,4
109,11,2
109,37,2
109,44,4
110,30,3
110,47,2
110,3,5
110,46,5
110,49,2
110,45,1
110,40,5
110,9,5
110,14,5
110,31,5
110,24,5
110,17,5
110,22,5
110,19,5
110,15,2
110,12,4
111,23,4
111,33,1
111,41,1
111,35,1
111,26,5
112,49,5
112,41,5
112,42,2
112,34,4
112,28,4
112,21,4
112,25,4
112,5,2
113,9,3
113,3,5
113,37,2
113,33,1
113,4,5
113,42,3
113,40,2
114,7,3
114,5,2
114,22,5
114,21,4
114,41,3
114,48,2
114,11,2
114,28,2
114,4,3
114,37,5
115,24,4
115,23,2
115,20,5
115,45,1
115,32,5
115,38,3
115,47,2
115,9,5
115,13,2
115,4,1
115,34,3
115,10,1
115,22,2
116,16,3
116,1,4
116,3,4
116,10,1
116,13,3
116,11,2
116,42,1
117,46,2
117,31,2
117,48,2
117,47,4
117,18,5
117,10,5
118,34,1
118,20,1
118,12,4
118,28,3
118,42,3
118,7,1
118,36,2
118,40,1
118,26,5
118,31,5
118,19,3
118,2,2
118,21,4
118,44,2
118,11,4
118,30,5
118,29,4
118,18,4
118,14,5
119,23,1
119,32,4
119,47,3
119,10,1
119,48,3
119,37,3
119,49,3
119,41,1
119,18,4
119,1,5
119,43,1
119,20,1
119,16,4
119,5,1
120,17,2
120,18,2
120,37,5
120,33,2
120,20,3
120,19,5
120,16,1
120,48,5
120,23,2
120,39,1
120,24,5
120,41,4
120,1,3
120,22,2
120,31,1
120,10,4
120,43,4
120,46,1
120,9,2
120,6,2
121,22,3
121,39,4
121,47,4
121,24,5
121,19,1
121,4,3
121,12,5
122,11,2
122,31,2
122,20,3
122,49,4
122,6,5
122,43,1
122,21,2
122,29,1
122,35,3
122,5,2
122,1,3
122,8,3
122,50,1
122,16,1
122,15,5
122,23,5
122,12,2
123,8,5
123,21,3
123,20,4
123,3,3
123,2,3
123,41,3
123,36,1
123,31,3
123,12,5
123,37,3
123,32,3
123,18,1
124,38,5
124,4,2
124,12,3
124,32,2
124,17,4
124,24,5
124,1,3
125,27,2
125,4,3
125,8,5
125,6,4
125,50,3
125,47,3
125,44,4
125,22,1
125,14,2
125,42,5
125,3,3
126,3,5
126,16,5
126,28,5
126,17,4
126,24,3
126,10,2
126,43,5
126,26,4
126,18,3
126,34,2
126,44,2
126,42,5
126,36,2
126,45,2
126,1,1
126,20,5
126,50,5
127,5,1
127,9,4
127,4,4
127,24,3
127,46,4
127,6,1
127,43,1
127,12,4
127,40,1
127,7,3
127,41,1
128,50,3
128,26,3
128,7,5
128,15,5
128,35,3
129,5,5
129,32,5
129,3,1
129,9,5
129,39,3
129,12,1
129,40,3
129,28,4
129,20,4
129,50,3
129,15,3
130,24,4
130,47,1
130,17,3
130,22,2
130,35,4
130,49,4
130,40,5
130,11,4
130,2,5
130,48,1
130,25,5
130,42,1
130,38,3
130,14,3
131,49,4
131,1,1
131,50,3
131,29,4
131,10,5
131,36,4
131,2,1
131,14,4
132,16,2
132,15,3
132,28,2
132,47,4
132,26,5
132,24,1
132,5,2
132,42,3
132,49,4
132,40,5
132,38,1
132,48,5
132,36,2
132,20,5
132,3,2
132,50,3
133,37,5
133,25,4
133,16,1
133,18,1
133,26,3
133,9,4
134,14,2
134,47,2
134,46,2
134,4,1
134,44,1
134,27,4
134,13,5
134,1,2
134,25,3
134,30,1
135,25,1
135,39,2
135,19,1
135,23,2
135,3,3
135,20,3
135,44,1
135,9,2
135,24,5
135,22,4
135,35,2
135,43,4
136,26,3
136,7,5
136,19,4
136,16,3
136,14,3
136,4,2
136,49,1
136,3,5
136,22,4
136,33,2
136,50,5
136,30,2
136,5,4
136,42,3
136,28,4
136,45,1
136,27,3
136,31,4
136,13,5
137,45,3
137,20,3
137,9,3
137,50,2
137,4,3
137,48,2
137,5,4
137,33,3
137,31,5
137,30,3
137,37,1
138,10,2
138,2,5
138,7,4
138,4,5
138,44,2
138,28,4
138,16,1
138,42,5
139,23,5
139,3,4
139,18,1
139,19,4
139,22,3
139,20,1
139,27,5
140,36,4
140,20,5
140,2,4
140,25,5
140,42,3
140,38,2
140,27,3
140,10,4
140,48,5
140,8,4
140,7,4
140,29,3
141,27,1
141,23,2
141,5,5
141,7,3
141,36,4
141,35,4
141,38,2
141,28,4
141,30,2
141,44,4
141,21,5
141,26,3
141,6,1
141,48,1
141,46,4
142,40,2
142,10,4
142,23,5
142,8,2
142,16,5
142,6,5
142,2,4
142,46,1
142,12,1
142,39,1
142,9,4
143,26,4
143,50,3
143,35,3
143,20,2
143,23,5
143,49,4
144,37,3
144,7,1
144,28,5
144,32,2
144,5,1
144,45,5
144,2,4
144,39,4
144,18,2
144,23,4
144,30,5
145,21,4
145,42,2
145,37,5
145,32,3
145,5,1
145,28,4
145,24,5
145,39,5
145,1,1
145,17,2
145,26,4
145,44,2
145,31,3
145,50,2
145,13,3
146,8,2
146,14,2
146,7,1
146,18,5
146,42,4
146,5,1
146,32,2
146,40,2
146,47,3
146,6,2
146,9,1
147,28,3
147,47,1
147,27,3
147,6,4
147,5,3
147,45,5
147,9,5
147,36,4
147,32,1
147,26,3
147,14,4
147,18,4
147,40,3
147,23,5
147,1,2
147,29,1
148,33,3
148,37,3
148,9,2
148,8,5
148,29,5
149,7,1
149,37,4
149,13,2
149,8,1
149,1,5
149,21,2
149,46,2
149,22,4
149,50,4
149,35,2
149,6,2
149,23,2
149,28,1
149,16,2
149,14,4
149,42,5
149,39,1
149,20,3
149,49,5
150,41,4
150,18,4
150,17,4
150,9,5
150,48,4
150,3,4
150,27,2
150,4,2
150,8,2
151,49,2
151,41,5
151,50,4
151,19,1
151,37,3
151,10,5
151,21,1
151,42,2
151,9,2
151,11,2
151,35,4
151,47,4
152,24,3
152,10,1
152,36,4
152,40,4
152,15,1
152,39,3
152,34,4
152,48,1
152,41,4
152,12,4
152,45,2
152,6,2
152,33,4
152,27,4
152,37,2
152,7,3
152,26,1
152,43,2
153,8,3
153,11,1
153,41,2
153,28,5
153,7,1
154,34,1
154,12,1
154,28,1
154,5,1
154,18,3
154,36,5
154,37,5
154,13,4
154,4,3
154,27,3
154,2,3
154,43,5
154,10,4
154,16,3
154,40,5
155,37,4
155,41,1
155,48,5
155,44,2
155,30,1
155,8,3
155,15,2
155,22,4
155,27,1
155,4,2
155,34,1
155,49,5
155,38,4
155,19,3
156,30,2
156,7,3
156,16,3
156,21,1
156,23,5
156,2,5
156,38,4
156,50,2
156,17,5
156,33,4
156,5,2
156,40,3
156,26,1
156,15,2
156,20,3
156,3,1
157,39,1
157,16,5
157,30,2
157,8,2
157,3,4
157,22,3
157,45,5
157,28,4
157,41,1
157,5,4
157,7,5
157,42,4
157,4,4
157,49,3
157,33,3
158,15,5
158,16,4
158,8,1
158,30,3
158,9,3
158,7,1
158,14,1
158,11,3
158,47,1
159,40,1
159,36,2
159,5,5
159,41,2
159,1,1
159,28,3
159,16,1
159,29,2
159,14,1
160,10,2
160,45,4
160,35,3
160,6,5
160,8,1
160,22,3
160,34,4
160,49,1
160,4,5
160,17,4
160,28,4
160,30,5
161,46,3
161,15,5
161,13,5
161,47,1
161,32,2
161,3,3
161,35,5
161,9,4
161,12,3
161,1,4
161,39,1
161,2,3
161,41,5
161,22,4
161,43,5
161,50,2
162,48,5
162,18,4
162,21,3
162,34,1
162,24,3
162,39,1
162,19,3
162,35,3
162,20,5
162,2,2
163,8,1
163,43,4
163,6,1
163,32,4
163,48,3
163,37,3
163,44,2
163,1,4
163,50,1
163,33,2
163,40,3
163,29,4
163,26,1
163,19,1
163,5,2
163,25,5
163,4,4
163,23,4
163,2,3
164,50,4
164,8,3
164,19,5
164,18,4
164,16,1
164,46,5
164,43,3
164,42,2
165,5,2
165,26,4
165,2,4
165,23,3
165,46,5
165,32,2
165,11,5
166,36,3
166,35,5
166,9,1
166,50,4
166,12,3
166,34,2
166,32,2
166,8,2
166,38,1
166,43,4
166,39,3
166,13,3
166,22,4
166,30,5
166,41,1
166,10,2
166,49,2
166,4,2
166,21,5
167,41,5
167,36,3
167,1,2
167,25,5
167,2,4
167,4,2
167,49,2
167,27,1
167,34,3
167,9,1
168,34,4
168,39,1
168,31,4
168,43,4
168,33,4
168,4,4
168,24,3
168,38,2
168,46,5
168,1,2
168,7,1
168,20,3
168,23,5
168,10,2
168,2,3
168,16,1
168,49,1
168,3,5
168,25,2
168,18,2
169,31,4
169,28,3
169,21,1
169,18,5
169,37,5
169,17,5
169,49,2
169,48,3
169,6,1
169,27,5
170,31,4
170,10,4
170,43,2
170,35,2
170,24,3
170,4,3
170,50,1
170,21,3
170,22,1
170,2,3
170,16,4
170,26,1
170,17,2
170,9,1
170,29,4
170,45,2
171,33,4
171,27,3
171,22,1
171,48,3
171,41,4
171,4,2
171,3,4
171,8,3
171,45,1
171,16,3
171,1,2
171,37,5
171,30,5
171,35,4
171,39,5
172,45,5
172,41,4
172,29,3
172,7,4
172,34,1
172,43,5
172,26,2
172,12,5
172,17,2
172,42,2
172,37,3
172,46,1
173,50,4
173,1,1
173,24,4
173,37,4
173,25,3
174,8,1
174,10,2
174,19,5
174,26,3
174,43,1
174,39,2
174,49,1
174,32,5
174,46,4
174,15,5
174,22,5
174,36,1
174,16,2
174,34,2
174,27,2
174,33,4
174,29,1
175,8,3
175,50,2
175,34,3
175,9,1
175,38,4
175,33,4
176,42,3
176,35,5
176,16,2
176,7,3
176,12,4
176,41,3
176,14,5
176,46,5
176,39,5
176,26,5
176,22,1
176,29,5
176,18,4
176,31,4
176,48,2
177,45,4
177,1,5
177,49,2
177,12,3
177,31,3
177,35,1
177,39,2
177,11,1
177,23,5
177,16,1
177,41,2
177,7,1
177,50,3
177,37,5
178,35,5
178,5,1
178,14,2
178,6,1
178,32,5
178,38,5
178,24,5
178,37,5
179,5,1
179,36,4
179,23,4
179,17,2
179,49,1
179,20,5
179,7,1
179,24,1
179,8,4
180,17,4
180,8,5
180,23,2
180,11,3
180,27,1
180,12,3
180,5,5
180,24,5
180,18,1
180,34,2
180,22,2
180,43,4
180,19,5
180,10,4
180,36,4
181,27,5
181,19,3
181,23,5
181,13,4
181,48,1
181,1,1
181,44,3
181,39,5
181,50,4
182,25,4
182,50,4
182,43,3
182,4,5
182,6,4
182,44,3
182,31,4
182,38,3
182,8,1
182,41,2
183,2,2
183,40,5
183,49,1
183,5,4
183,43,2
183,18,3
183,50,3
183,21,5
184,48,4
184,11,2
184,16,2
184,42,4
184,33,3
184,43,5
184,1,4
184,46,1
184,3,2
184,18,3
184,38,1
184,29,4
184,26,1
184,41,1
184,6,4
184,14,1
184,44,2
184,13,2
184,25,2
184,45,3
185,29,5
185,5,1
185,8,4
185,26,5
185,43,1
185,7,2
186,44,1
186,32,2
186,41,4
186,8,3
186,19,1
186,18,1
186,22,2
186,2,1
186,34,1
186,45,1
186,13,2
186,3,5
186,28,5
186,27,4
186,36,1
186,16,4
186,5,4
186,21,2
187,33,3
187,39,3
187,24,4
187,15,4
187,7,2
187,42,4
187,34,3
188,36,1
188,41,5
188,38,2
188,29,1
188,21,3
188,28,5
188,9,2
189,12,2
189,11,1
189,24,5
189,50,4
189,37,4
189,46,5
189,23,2
189,43,2
189,4,2
189,27,5
189,10,4
189,44,1
189,25,2
190,1,4
190,15,1
190,45,5
190,11,4
190,4,3
190,9,1
190,43,5
190,24,3
